
int	   end	   flow		cost
6445	2071	261.507317	0.529666;	
6445	6432	51.526396	1.856002;	
6445	12733	633.952652	0.704285;	
6446	6447	0.000000	0.662500;	
6446	11548	59.725334	1.125114;	
6446	12805	26.004597	1.750003;	
6447	6446	0.000000	0.662500;	
6447	6448	0.000000	0.424000;	
6447	12806	0.000000	1.325000;	
6448	6447	0.000000	0.424000;	
6448	12782	0.000000	1.102500;	
6448	12786	0.000000	1.298500;	
6449	2121	269.919092	1.165814;	
6449	6444	82.127875	1.972326;	
6449	11603	174.307504	1.523382;	
6450	4114	0.000000	3.124500;	
6450	4117	233.012663	0.700755;	
6450	4227	362.599806	0.933364;	
6451	4227	1.004105	1.520000;	
6451	4229	47.348603	0.472519;	
6451	7615	98.954030	1.081307;	
6452	2129	480.639164	1.263615;	
6452	2154	312.059490	1.323919;	
6452	6453	0.000000	1.609500;	
6453	2130	8.556376	0.350000;	
6453	6452	0.267656	1.609500;	
6453	12807	8.480559	2.346500;	
6454	4102	145.583740	1.225249;	
6454	4103	0.000000	0.455000;	
6454	6439	87.102672	1.218004;	
6455	2939	0.000000	1.595000;	
6455	3083	151.474552	4.263793;	
6455	6461	58.897290	2.552011;	
6456	6461	310.058714	1.440185;	
6456	9615	114.382291	2.190861;	
6456	11467	0.000000	1.522500;	
6457	2945	1.750000	1.450000;	
6457	6458	38.792176	2.200502;	
6457	9615	95.698806	3.198991;	
6458	2947	0.000000	3.117500;	
6458	6457	97.448806	2.200571;	
6458	6459	38.792176	1.102505;	
6459	6458	97.448806	1.102536;	
6459	6460	40.282176	1.583001;	
6459	11483	0.930000	2.900000;	
6460	2952	102.977594	2.088103;	
6460	6459	98.378806	1.583277;	
6460	6900	78.595523	2.030027;	
6461	2940	158.584161	2.137986;	
6461	6455	151.474552	2.552474;	
6461	6456	114.382291	1.435587;	
6462	5773	0.000000	1.431000;	
6462	6193	0.000000	1.643000;	
6462	6474	116.303376	1.086797;	
6462	11136	0.160768	1.325000;	
6463	6468	251.882921	0.450855;	
6463	8804	266.610164	0.562583;	
6463	9001	685.804857	0.270543;	
6464	6465	78.700832	0.700051;	
6464	9663	0.479912	1.750000;	
6464	11451	61.661000	0.840023;	
6465	3143	78.700832	1.914026;	
6465	6464	60.391103	0.700003;	
6466	8628	790.685156	3.827794;	
6466	11403	608.194266	0.625190;	
6467	6799	451.740608	0.444164;	
6467	11403	749.627122	1.475697;	
6468	6463	334.239285	0.452651;	
6468	6479	746.428609	0.740931;	
6468	8804	915.744762	0.119879;	
6468	10345	1759.691958	2.825662;	
6469	4974	357.409561	0.665133;	
6469	4985	2137.184008	0.461403;	
6469	6470	1136.178201	0.577142;	
6469	6471	668.067338	0.572859;	
6470	4901	5902.496454	3.706658;	
6470	4974	65.302250	0.491500;	
6470	6469	732.421466	0.554687;	
6471	4898	4635.981032	3.390516;	
6471	4974	736.386526	0.634478;	
6471	6469	894.692416	0.580306;	
6472	1829	135.392545	0.350369;	
6472	4996	23.071043	2.375000;	
6473	5009	206.638381	0.875583;	
6473	9842	333.584672	0.795181;	
6474	3903	186.384102	2.269528;	
6474	5775	208.090302	1.080768;	
6474	6462	0.160768	1.086500;	
6474	11143	39.499422	1.080009;	
6475	1428	345.640000	0.125000;	
6475	3543	293.377209	0.981706;	
6475	7288	466.950547	0.884778;	
6476	11755	60.050172	2.217010;	
6476	11834	33.163961	1.986500;	
6477	4728	503.173022	0.492459;	
6477	7389	727.638469	0.373840;	
6477	7426	0.000000	0.291500;	
6478	8804	1420.371370	0.327149;	
6478	8805	1312.640449	0.097777;	
6478	8806	987.979167	0.443007;	
6479	6468	886.455720	0.775296;	
6479	6624	816.122359	1.093779;	
6479	7506	981.279621	0.437912;	
6479	8806	724.222042	0.136583;	
6480	3903	919.987526	0.968268;	
6480	6481	65.603083	1.964009;	
6480	11138	1694.796374	1.134495;	
6481	3906	132.439528	1.272124;	
6481	6480	56.188742	1.964075;	
6481	7295	497.775137	1.349582;	
6481	11133	29.769431	1.325008;	
6482	6512	879.970396	0.189087;	
6482	6626	691.298730	1.132967;	
6482	8807	570.478569	0.214791;	
6483	3491	1.630000	1.450000;	
6483	11463	0.580000	1.450000;	
6484	2664	321.880096	1.489455;	
6484	4859	292.543106	2.032335;	
6485	6486	272.021606	2.056587;	
6485	7916	118.433035	1.944974;	
6485	11414	188.906335	1.041994;	
6486	6485	123.417303	1.925206;	
6486	12175	1115.845738	1.014128;	
6486	12205	576.362105	0.364895;	
6487	8211	187.339294	1.505839;	
6487	8212	403.237811	0.913113;	
6487	9316	620.145532	1.942548;	
6488	4582	0.154122	1.669500;	
6488	10008	0.000000	2.362500;	
6489	4583	156.079450	0.980213;	
6489	4591	386.886378	2.660365;	
6490	4584	611.611421	1.699351;	
6490	12633	1266.323307	1.196399;	
6491	4585	0.000000	0.945000;	
6491	4586	0.026495	1.325000;	
6492	3912	1579.083838	1.835490;	
6492	4608	0.000000	1.689000;	
6492	11692	884.499675	0.620974;	
6493	9825	462.076950	1.055940;	
6493	11232	598.841855	0.908609;	
6494	7249	170.030969	1.060280;	
6494	7250	436.686063	0.616495;	
6494	11270	116.366828	3.331985;	
6494	11276	239.070000	1.113058;	
6495	11228	1072.464072	0.967434;	
6495	11576	1362.336626	1.140573;	
6496	1815	273.875464	0.927840;	
6496	11803	388.749247	2.680458;	
6497	11225	744.148032	2.491532;	
6497	11564	332.637442	1.885491;	
6498	6512	1284.392902	0.307910;	
6498	6524	1633.048301	0.437226;	
6498	6543	432.368774	0.360379;	
6498	9011	855.872833	0.225565;	
6499	5395	0.034509	0.192500;	
6499	5396	30.814815	1.377500;	
6499	6531	11.683954	1.567500;	
6500	12197	838.987831	2.264833;	
6500	12198	1103.305836	0.403921;	
6501	5361	86.633698	1.029520;	
6501	6502	116.708228	0.770448;	
6501	11665	152.781547	0.562501;	
6502	2009	313.302458	0.560036;	
6502	5365	545.985096	0.437641;	
6502	6501	102.651713	0.770268;	
6503	7126	360.959633	0.666049;	
6503	12585	332.938327	1.165343;	
6503	12597	201.404043	0.159101;	
6504	10119	1025.328383	0.142972;	
6504	12605	684.133928	0.157614;	
6504	12607	79.934082	2.430102;	
6505	4149	0.000000	0.980000;	
6505	4150	0.000000	2.218500;	
6506	4160	32.460000	0.822500;	
6506	4161	39.110846	1.406507;	
6507	4161	42.507724	1.595001;	
6507	11963	52.968541	0.175001;	
6508	4155	490.428589	3.084641;	
6508	4166	323.705514	0.158133;	
6509	4170	487.293146	1.166680;	
6509	4175	363.340905	0.721628;	
6510	1845	264.359800	0.617179;	
6510	11586	143.853835	0.607768;	
6511	10161	708.297459	1.346332;	
6511	11587	392.124126	1.514257;	
6512	6482	633.721994	0.243957;	
6512	6498	1890.574043	0.339962;	
6512	6629	654.451759	1.128995;	
6513	9393	90.809936	1.125079;	
6513	11842	38.675613	4.053031;	
6513	11961	93.733349	0.202516;	
6513	11974	0.000000	2.217000;	
6514	2224	722.768608	2.326784;	
6514	7613	421.129950	4.590065;	
6515	10071	3785.719839	1.482062;	
6516	2983	0.000000	1.021000;	
6516	3654	0.000000	0.717500;	
6517	3719	1.450000	0.875000;	
6517	3720	0.380000	2.175000;	
6518	3718	176.790624	0.875313;	
6518	3720	93.038915	1.087536;	
6519	3736	2.979948	1.137500;	
6519	3737	2.605185	1.305000;	
6520	3637	0.000000	1.267000;	
6520	3638	0.000000	1.450000;	
6521	3660	89.471746	0.577514;	
6521	3661	133.977372	1.207642;	
6522	5589	109.797262	1.583053;	
6522	6532	0.000000	1.312500;	
6522	6617	95.304780	0.490010;	
6523	5595	373.513376	1.353184;	
6523	6534	95.686034	1.225020;	
6523	6617	116.367262	1.260054;	
6523	11764	200.638884	0.875519;	
6524	6247	10198.166166	1.983076;	
6524	6498	726.316670	0.450402;	
6525	5602	425.819613	2.329188;	
6525	6526	2.761169	3.024500;	
6525	6578	407.928333	0.475485;	
6526	5603	0.070000	2.485500;	
6526	6525	8.320678	3.024500;	
6526	6527	2.761169	1.567500;	
6526	6548	0.250000	1.599500;	
6527	5604	10.163476	2.189500;	
6527	6526	8.320678	1.567500;	
6527	6528	3.498933	1.599500;	
6527	6549	24.068945	1.450000;	
6528	5607	1.790914	1.535500;	
6528	6527	10.143842	1.599500;	
6528	6529	0.000000	1.615000;	
6528	11741	8.187922	1.472500;	
6529	5609	0.000000	1.535500;	
6529	6528	0.000000	1.615000;	
6529	6530	0.000000	0.175000;	
6530	6529	0.000000	0.175000;	
6530	6531	7.302458	1.393000;	
6530	6551	2.110463	0.875000;	
6531	6499	30.782969	1.567501;	
6531	6530	2.110463	1.393000;	
6531	6552	9.573491	0.875000;	
6532	6522	0.000000	1.312500;	
6532	6533	0.000000	0.180000;	
6533	6532	0.000000	0.180000;	
6533	6534	0.000000	2.025000;	
6533	6617	0.000000	1.732500;	
6533	7070	6.570000	0.630000;	
6534	6523	107.013534	1.225048;	
6534	6533	0.000000	2.025000;	
6534	6535	49.185306	1.102502;	
6534	6553	46.500728	0.697501;	
6535	6534	46.758803	1.102504;	
6535	6536	101.713609	0.531175;	
6535	6554	34.060000	0.630001;	
6535	11764	69.199721	1.620038;	
6536	5598	211.009115	3.306847;	
6536	6535	92.638524	0.530518;	
6536	6537	159.344553	0.157146;	
6536	6554	89.489775	0.700009;	
6537	5599	16.755843	4.305001;	
6537	6536	304.806734	0.175016;	
6537	6538	30.289105	0.385000;	
6537	6539	159.344553	0.550295;	
6538	6537	16.755843	0.385000;	
6538	6541	122.138985	0.766642;	
6538	6555	179.880236	0.437668;	
6539	6537	266.157693	0.552294;	
6539	6540	159.344553	0.157991;	
6539	6541	0.000000	0.070000;	
6540	6539	266.157693	0.157796;	
6540	6541	149.591131	0.098550;	
6540	6542	281.483537	1.378289;	
6541	6538	149.591131	0.766819;	
6541	6539	0.000000	0.070000;	
6541	6540	122.138985	0.098715;	
6541	6568	0.000000	1.583000;	
6542	6540	415.748824	1.379527;	
6542	6545	238.094537	2.683095;	
6542	6569	87.043287	1.450029;	
6543	6498	1061.898765	0.773054;	
6543	6656	9915.343341	1.282167;	
6544	6545	170.893037	0.070187;	
6544	6561	429.162305	1.641238;	
6544	11765	378.625696	0.145059;	
6545	6542	237.931998	2.682771;	
6545	6544	182.638476	0.070118;	
6545	6571	8.409897	1.552000;	
6545	11765	75.226096	0.105005;	
6546	5601	0.000000	2.834500;	
6546	6578	0.000000	1.630500;	
6547	6548	1.936418	1.203000;	
6547	11740	1.724311	0.910000;	
6548	6526	0.070000	1.599500;	
6548	6547	1.724311	1.203000;	
6548	6549	1.866418	1.599500;	
6549	6527	8.340311	1.450000;	
6549	6548	1.474311	1.599500;	
6549	6557	22.834634	0.227500;	
6550	8218	655.207456	0.882378;	
6550	8222	1058.227476	1.004096;	
6550	10613	2020.887540	3.237149;	
6550	10618	3162.197415	0.552355;	
6551	6530	7.302458	0.875000;	
6551	6552	0.000000	1.393000;	
6551	11741	2.116299	1.242500;	
6552	6531	23.480511	0.875000;	
6552	6551	0.005836	1.393000;	
6552	6577	9.567655	2.359500;	
6553	6534	60.254731	0.697509;	
6553	6554	63.524809	1.125019;	
6553	6559	46.500728	1.080050;	
6553	7070	95.174242	2.025171;	
6554	6535	23.320000	0.630000;	
6554	6536	37.489946	0.700000;	
6554	6553	95.174242	1.125035;	
6554	6555	63.524809	0.180003;	
6554	6559	123.549775	1.208382;	
6555	6538	138.894827	0.437538;	
6555	6554	95.174242	0.180015;	
6555	6560	102.420301	1.207544;	
6555	6566	6.472841	1.488000;	
6556	6563	3061.804342	0.491881;	
6556	7581	2879.226726	4.015563;	
6556	8217	1518.509335	0.443843;	
6557	6549	6.713893	0.227500;	
6557	6558	0.475705	2.502000;	
6557	6573	22.358929	1.276000;	
6558	6557	1.544964	2.502000;	
6558	6575	13.938395	1.267000;	
6558	11741	6.455682	1.362000;	
6559	6553	60.254731	1.080005;	
6559	6554	60.809946	1.207503;	
6559	6560	178.770285	0.087533;	
6559	6579	136.298429	2.088093;	
6560	6555	81.842859	1.207518;	
6560	6559	144.162727	0.087642;	
6560	6565	151.762375	0.822660;	
6560	6580	0.000000	2.590000;	
6561	6544	549.518733	1.652133;	
6561	6571	37.247386	1.225001;	
6561	6588	450.810867	1.505644;	
6562	6640	331.473619	1.437740;	
6562	9394	0.000000	0.875000;	
6562	11842	236.149802	1.201604;	
6562	11962	1.249535	1.630500;	
6563	6556	3367.405880	0.521696;	
6563	8214	1495.379389	0.440190;	
6563	10623	3807.752816	1.977405;	
6564	6642	99.449647	1.583050;	
6564	9398	0.000000	2.945000;	
6564	11953	142.822225	2.343316;	
6565	6560	96.577375	0.822526;	
6565	6566	23.678597	0.875000;	
6565	6582	190.999657	1.583757;	
6566	6555	17.714307	1.488000;	
6566	6565	54.827282	0.875002;	
6566	6568	30.151437	0.892500;	
6567	6618	8.785981	1.086500;	
6567	11143	1952.329777	0.981342;	
6567	12843	2234.290167	1.557560;	
6568	6541	0.000000	1.583000;	
6568	6566	72.541589	0.892509;	
6568	6569	30.151437	1.567500;	
6569	6542	221.471112	1.456401;	
6569	6568	72.541589	1.567516;	
6569	6570	14.838597	1.583000;	
6569	6585	102.356128	1.450056;	
6570	6569	33.847282	1.583001;	
6570	6571	14.838597	1.583000;	
6570	6586	0.000000	1.583000;	
6571	6545	24.830035	1.552002;	
6571	6561	21.648562	1.225000;	
6571	6570	33.847282	1.583001;	
6571	11767	11.810000	1.615000;	
6572	6573	257.868403	1.829853;	
6572	6591	160.883928	2.291140;	
6572	11740	394.045040	1.047253;	
6573	6557	5.168929	1.276000;	
6573	6572	289.977786	1.850704;	
6573	6574	257.868403	0.876277;	
6573	6591	22.358929	1.225001;	
6574	6573	289.977786	0.877042;	
6574	6575	257.868403	1.887943;	
6574	6592	0.000000	1.567500;	
6575	6558	7.760646	1.267000;	
6575	6574	289.977786	1.889707;	
6575	6576	271.806797	0.438373;	
6576	6575	297.738432	0.438757;	
6576	6577	272.984178	1.452844;	
6576	11743	12.948387	1.583000;	
6577	6552	23.480511	2.359500;	
6577	6576	294.752554	1.453865;	
6577	6595	82.247749	1.599526;	
6577	12020	364.132234	3.085125;	
6578	6525	417.498935	0.457599;	
6578	6546	0.000000	1.630500;	
6578	9812	0.000000	2.030000;	
6578	11740	407.928333	2.473821;	
6579	6559	121.920162	2.088060;	
6579	6580	49.390343	0.070002;	
6579	7070	11.864029	2.438000;	
6579	9572	146.158429	2.175056;	
6580	6560	0.000000	2.590000;	
6580	6579	21.724029	0.070000;	
6580	6581	56.250343	0.875003;	
6580	9573	2.370000	2.175000;	
6581	6580	24.094029	0.875001;	
6581	6582	56.250343	1.599506;	
6581	6596	0.000000	1.583000;	
6582	6565	104.665971	1.583068;	
6582	6581	24.094029	1.599500;	
6582	11766	247.250000	1.102562;	
6583	2418	2045.179835	0.104096;	
6583	6587	2257.746791	0.299900;	
6584	3234	39.277443	1.327500;	
6584	8662	28.198322	0.842000;	
6584	8666	409.552947	1.085913;	
6585	6569	260.165419	1.452346;	
6585	6586	1.690000	1.583000;	
6585	6597	102.186128	1.450056;	
6586	6570	0.000000	1.583000;	
6586	6585	3.580000	1.583000;	
6586	11767	1.690000	1.567500;	
6587	2417	1886.186656	0.136473;	
6587	2419	2294.227295	1.032540;	
6587	6583	1036.252525	0.230713;	
6588	6561	586.766119	2.191271;	
6588	6599	0.000000	4.140000;	
6588	11742	450.810867	1.659973;	
6589	4833	68.747689	1.325016;	
6589	5860	211.962846	1.377813;	
6589	7019	9.834115	1.325000;	
6589	7622	381.499590	1.465788;	
6590	6612	0.000000	2.537500;	
6590	6613	465.387301	4.504109;	
6590	11742	549.562553	1.595223;	
6591	6572	104.067255	2.291025;	
6591	6573	5.168929	1.225000;	
6591	6592	183.242857	0.997836;	
6592	6574	0.000000	1.567500;	
6592	6591	109.236184	0.997715;	
6592	6593	183.242857	1.034260;	
6593	6592	109.236184	1.032544;	
6593	6601	180.722488	2.088203;	
6593	11743	2.520369	1.979500;	
6594	2555	850.939425	0.474920;	
6594	2556	476.210987	0.803813;	
6594	7507	1289.466166	0.259332;	
6595	6577	114.628566	1.599599;	
6595	6602	82.247749	2.390904;	
6595	11743	0.000000	1.583000;	
6596	6581	0.000000	1.583000;	
6596	6603	0.000000	1.599500;	
6597	6585	258.105419	1.452272;	
6597	6598	0.000000	3.167000;	
6597	6606	102.186128	1.464793;	
6598	6597	0.000000	3.167000;	
6598	6607	0.000000	1.583000;	
6598	11767	0.000000	1.583000;	
6599	6588	0.000000	4.140000;	
6599	6600	0.000000	1.694500;	
6599	6608	0.000000	2.272500;	
6600	6599	0.000000	1.694500;	
6600	6609	0.840000	0.892500;	
6600	11742	0.710000	2.058000;	
6601	6593	102.473146	2.088021;	
6601	6602	199.281400	1.551816;	
6601	11743	7.024839	1.900000;	
6602	6595	114.628566	2.390648;	
6602	6601	109.497986	1.551520;	
6602	6616	103.335988	0.875342;	
6602	10242	183.629210	3.118522;	
6603	6596	0.000000	1.599500;	
6604	6643	25.822771	0.892500;	
6604	6666	0.000000	4.022000;	
6604	9403	1.190000	3.167000;	
6605	6665	110.977439	1.583078;	
6605	6666	23.442771	0.857500;	
6605	6670	84.654535	0.735012;	
6605	6705	0.329885	0.875000;	
6606	6597	258.105419	1.466795;	
6606	6607	0.710000	3.135000;	
6606	10226	103.026128	3.030598;	
6607	6598	0.000000	1.583000;	
6607	6606	0.840000	3.135000;	
6607	6608	0.710000	1.583000;	
6608	6599	0.000000	2.272500;	
6608	6607	0.840000	1.583000;	
6608	6610	0.710000	1.583000;	
6609	6600	0.710000	0.892500;	
6609	6610	0.840000	0.982000;	
6609	6611	0.000000	2.250000;	
6610	6608	0.840000	1.583000;	
6610	6609	0.710000	0.982000;	
6610	6611	0.000000	2.375000;	
6611	6609	0.000000	2.250000;	
6611	6610	0.000000	2.375000;	
6611	6612	0.000000	0.607500;	
6612	6590	0.000000	2.537500;	
6612	6611	0.000000	0.607500;	
6612	6613	0.000000	5.917500;	
6613	6590	549.562553	4.533642;	
6613	6612	0.000000	5.917500;	
6613	6614	465.387301	0.800348;	
6614	6613	549.562553	0.801576;	
6614	6615	465.387301	0.444274;	
6615	6614	549.562553	0.507674;	
6615	6616	465.387301	1.029361;	
6616	6602	229.562600	0.883336;	
6616	6615	549.562553	0.904192;	
6616	10233	36.134043	5.756503;	
6616	10244	442.467683	7.456312;	
6617	6522	109.797262	0.490026;	
6617	6523	95.304780	1.260038;	
6617	6533	6.570000	1.732500;	
6618	6567	0.000000	1.086500;	
6618	6632	175.485031	0.471023;	
6618	12635	497.730149	0.789417;	
6619	8858	315.997439	0.319001;	
6619	10325	908.088302	0.885425;	
6619	12230	2064.126206	0.540377;	
6620	6621	239.883784	0.452057;	
6620	6622	441.152146	0.382937;	
6620	11722	275.051978	1.446857;	
6621	4702	334.944737	0.098747;	
6621	6620	413.394387	0.454131;	
6621	6623	314.397407	0.427626;	
6622	4719	4824.822269	2.052580;	
6622	6620	272.478909	0.382564;	
6623	4897	4515.041381	3.619867;	
6623	6621	273.779535	0.427572;	
6624	4053	891.464095	1.471089;	
6624	6479	820.555075	1.210827;	
6624	8842	987.998444	0.232274;	
6624	10348	852.682403	0.449842;	
6625	3878	1006.933022	2.514594;	
6625	12574	604.232594	0.432187;	
6626	4056	537.576575	1.204523;	
6626	6482	922.665575	1.129994;	
6626	6629	893.027425	0.175534;	
6626	8836	1017.527449	0.203320;	
6627	3062	318.410054	2.501267;	
6627	3250	5.639056	1.552000;	
6627	3412	257.165704	2.207267;	
6627	3461	380.721902	2.660705;	
6628	3263	293.775797	1.052860;	
6628	11454	276.673063	2.103107;	
6629	105	481.920000	0.042500;	
6629	4295	1668.425912	0.543377;	
6629	6512	1014.384498	1.148059;	
6629	6626	1020.581676	0.245755;	
6630	12602	4963.759341	0.401726;	
6631	10116	2796.607831	1.535859;	
6631	11030	1093.918124	1.334769;	
6632	6618	488.944168	0.472398;	
6632	6633	0.091523	0.901000;	
6632	11147	175.529384	2.766256;	
6633	6632	0.691872	0.901000;	
6633	6634	0.000000	1.643000;	
6633	11143	0.091523	0.900000;	
6634	6633	0.420481	1.643000;	
6634	11142	0.000000	1.033500;	
6635	2142	6559.150300	0.219849;	
6636	4523	882.307773	1.378779;	
6636	6635	7.875897	1.282500;	
6637	2139	551.140350	0.562651;	
6638	2140	8357.986258	0.270331;	
6638	6637	3.013754	1.237500;	
6639	6640	0.000000	4.734500;	
6639	6701	90.809936	1.583039;	
6639	9384	74.283570	0.670002;	
6640	6562	237.399337	1.436089;	
6640	6639	0.000000	4.734500;	
6640	6641	59.574010	1.615007;	
6640	9453	271.899608	1.585539;	
6641	6640	30.413251	1.615005;	
6641	6642	59.574010	4.497020;	
6641	11962	0.000000	1.583000;	
6642	6564	142.822225	1.583214;	
6642	6641	30.413251	4.497001;	
6642	6643	59.574010	1.567507;	
6642	9528	99.449647	1.583056;	
6643	6604	1.190000	0.892500;	
6643	6642	30.413251	1.567500;	
6643	9529	61.954010	0.875005;	
6644	4710	325.200770	0.337614;	
6644	6645	355.550017	0.180087;	
6645	6646	165.340416	0.382509;	
6645	6648	190.209601	0.675027;	
6646	4776	4009.476047	1.585646;	
6647	4710	4066.741206	0.141385;	
6647	4711	188.908500	0.202508;	
6648	4704	190.209601	0.662774;	
6648	4711	293.759218	0.275002;	
6649	2473	271.588340	0.569553;	
6649	11959	233.865519	1.208579;	
6650	2474	76.181213	1.472667;	
6650	6651	79.328417	0.105001;	
6651	5521	73.442419	0.892509;	
6651	6650	76.181213	0.105001;	
6651	9396	5.885997	1.662500;	
6652	2429	0.000000	0.427500;	
6652	2430	199.924351	0.427521;	
6652	2432	367.355517	0.180099;	
6652	2433	1517.353044	0.208780;	
6652	12564	1724.601713	1.881364;	
6652	12566	2114.179102	2.086802;	
6653	5522	212.375497	0.227653;	
6653	11949	264.219832	2.172929;	
6654	9400	91.155792	0.437510;	
6654	11949	54.607651	2.787008;	
6655	5509	88.449961	1.583031;	
6655	9400	54.544630	1.583005;	
6655	11950	0.000000	1.583000;	
6656	6660	837.675410	1.007398;	
6656	6671	9077.667931	0.739036;	
6657	5479	445.724834	1.587564;	
6657	5509	438.414687	1.601965;	
6657	11950	0.000000	1.599500;	
6658	6524	9291.434534	1.204869;	
6659	5525	0.000000	1.732500;	
6659	11951	0.000000	3.430000;	
6659	12021	0.000000	1.583000;	
6660	4295	532.907612	0.473238;	
6660	4368	1324.720269	0.181668;	
6660	6658	970.307066	0.808555;	
6661	5525	219.015432	1.600694;	
6661	5548	180.091634	1.588612;	
6661	12021	0.000000	1.567500;	
6662	5548	336.803538	1.437887;	
6662	9405	224.930551	0.878387;	
6662	12021	0.000000	1.583000;	
6663	5550	10.407600	0.875000;	
6663	9404	13.609902	1.575000;	
6663	11954	0.000000	1.750000;	
6664	6658	8321.127468	0.677001;	
6665	5550	110.977439	1.599579;	
6665	6605	83.364569	1.583025;	
6665	11954	0.000000	0.857500;	
6666	6604	23.442771	4.022000;	
6666	6605	0.000000	0.857500;	
6666	11954	0.000000	1.750000;	
6667	6668	391.935072	0.450320;	
6667	6670	111.307324	0.350020;	
6667	9533	320.163362	0.702690;	
6668	4771	1468.670382	4.809978;	
6669	6670	295.731659	0.450104;	
6669	9536	1182.427602	0.421368;	
6670	6605	134.750095	0.735080;	
6670	6667	319.755480	0.351338;	
6670	9536	37.187943	0.450000;	
6671	2797	321.442831	0.295318;	
6671	4066	8756.225100	0.837275;	
6672	6257	2289.843668	0.696660;	
6672	6673	2387.552225	1.124864;	
6672	6675	429.541533	1.481366;	
6672	12465	786.818839	1.403561;	
6673	6672	2261.575170	1.076645;	
6673	6765	2264.750708	1.358356;	
6673	10587	728.835375	1.715515;	
6673	12466	602.369199	1.352554;	
6674	9368	0.000000	3.832000;	
6674	11969	0.000000	0.923500;	
6675	6258	869.954889	0.864221;	
6675	6672	667.160236	2.915527;	
6675	6698	503.415014	1.447888;	
6675	10587	924.762569	1.361695;	
6676	6677	514.033295	0.418246;	
6676	6678	367.049654	0.450246;	
6676	11817	515.990703	0.537285;	
6677	5637	561.874707	1.093160;	
6677	6676	513.744713	0.418233;	
6677	6679	562.263010	0.564196;	
6678	6676	406.738174	0.450371;	
6678	6682	2214.969721	8.618700;	
6679	6677	468.072474	0.563314;	
6679	12974	3680.010805	4.692371;	
6680	5376	231.569159	0.211893;	
6680	6681	526.469503	0.340129;	
6680	6682	116.230868	0.450002;	
6681	5377	394.850707	1.234829;	
6681	6680	197.346803	0.332651;	
6681	6683	362.317559	0.382699;	
6682	6680	415.803810	0.450406;	
6682	6752	1915.396779	5.422414;	
6683	6679	3585.820269	9.156872;	
6683	6681	97.993824	0.382501;	
6684	7929	11748.442789	1.976207;	
6685	4733	980.755129	0.177144;	
6685	6686	274.771399	0.526713;	
6685	7380	136.989740	1.007112;	
6686	4737	1554.439160	0.612347;	
6686	6685	0.000000	0.503500;	
6686	6687	0.000000	0.662500;	
6686	11714	296.255232	0.292588;	
6687	4739	667.600179	0.417536;	
6687	4746	552.654005	0.713793;	
6687	6686	296.255232	0.714379;	
6688	2359	1228.548564	0.443387;	
6688	6689	529.342718	0.892670;	
6688	6690	854.798192	0.685870;	
6688	6691	42.592794	0.675000;	
6689	6688	484.538421	0.892619;	
6689	6690	1200.458805	0.669464;	
6689	6691	363.136855	0.630330;	
6689	10732	2612.410116	0.714058;	
6690	6688	162.961361	0.675014;	
6690	6689	567.655850	0.631973;	
6690	6694	5004.650590	2.088764;	
6691	6688	581.048782	0.677321;	
6691	6689	1515.411548	0.730214;	
6691	12975	2254.658241	2.001849;	
6692	2308	453.368790	0.455161;	
6692	6693	225.285363	0.770024;	
6692	6694	20.929996	0.675000;	
6692	6695	47.777766	0.630000;	
6693	2226	776.264716	0.495320;	
6693	6692	244.328109	0.770034;	
6693	6694	145.507856	0.675009;	
6693	6695	84.548852	0.697501;	
6694	5045	4890.127404	3.541730;	
6694	6692	190.543384	0.675027;	
6694	6693	90.417654	0.675001;	
6695	6691	3945.388920	1.819752;	
6695	6692	18.497297	0.630000;	
6695	6693	460.561700	0.698447;	
6696	6697	470.883439	1.987233;	
6696	11134	548.923823	0.580440;	
6696	11139	61.534581	1.642592;	
6697	3899	719.909576	1.014113;	
6697	6696	520.314946	1.426796;	
6697	11140	854.508188	0.543727;	
6698	6262	597.749520	1.174928;	
6698	6675	833.429466	1.730445;	
6698	6699	780.492083	1.364285;	
6698	6702	375.657235	1.458235;	
6699	6698	785.479776	1.370086;	
6699	6786	722.522085	1.304581;	
6699	9024	774.217022	0.678610;	
6699	10588	379.879309	1.464327;	
6700	3701	72.667184	0.662506;	
6700	5068	141.203885	0.382501;	
6700	11118	642.159963	1.018476;	
6701	6639	74.283570	1.583090;	
6701	9407	0.000000	7.917000;	
6701	9409	90.809936	1.900046;	
6702	6265	2111.024280	0.950223;	
6702	6698	747.866553	1.524370;	
6702	6704	284.703880	1.423715;	
6702	10588	2315.993096	1.356013;	
6703	5414	21.896248	2.692000;	
6703	9546	0.000000	1.583000;	
6703	9547	30.180000	6.175002;	
6704	6270	2059.749844	0.987017;	
6704	6702	536.672407	1.955195;	
6704	6706	2065.878237	1.808228;	
6704	6707	282.610731	1.395032;	
6705	4797	0.559885	0.892500;	
6705	6605	1.289965	0.875000;	
6705	12017	0.240000	2.250000;	
6706	6704	2254.444570	1.349072;	
6706	6835	1738.648654	0.907139;	
6706	10588	536.536405	1.917022;	
6706	10589	961.901171	1.328752;	
6707	6274	396.694817	0.999855;	
6707	6704	427.679433	1.579811;	
6707	8382	719.814182	1.392350;	
6707	10589	299.328926	1.800358;	
6708	2050	1498.876782	1.528942;	
6708	8327	2074.310715	1.419278;	
6708	12491	302.521289	0.582249;	
6709	5593	537.331220	2.494593;	
6709	6712	3.240000	0.720000;	
